"X","indx","trigger1","trigger2","trigger3","context1","context2","context3","function1","function2","function3","content1","content2","content3","content4","time_start","time_end","duration","recur","singers_n","singers_age1","singers_age2","shape_type","appear_paint","appear_adorn","appear_cloth","appear_mask","appear_obj","restrict_sex","restrict_marry","restrict_grp1","restrict_grp2","audience_n","audience_age1","audience_age2","audience_sex","audience_marry","audience_grp1","audience_grp2","instrument_type1","instrument_type2","instrument_type3","text_duplicate","id_nhs","group"
4413,4413,"Peacemaking (maintaining peace)",".",".",".",".",".","Peacemaking (maintaining peace)",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)",".",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)","All ages",".",".",".",".",".",".",".",".",0,"NHS-C080",1
4414,4414,".",".",".","Peacemaking (maintaining peace)",".",".","Peacemaking (maintaining peace)",".",".",".",".",".",".","Morning (0700 to 1000)","Morning (0700 to 1000)",".",".","Solo singer","Adult",".",".",".",".","Unspecified location",".",".","Both sexes",".",".",".","Multiple singers (number unknown)","All ages",".",".",".",".",".",".",".",".",0,"NHS-C080",0
4415,4415,"War",".",".","Death (burials, funerals, mourning)",".",".","War",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)","Adult",".",".",".",".",".",".",".",".",".",".",".","2-5 listeners","Adult",".","Male",".","Adults",".",".",".",".",0,"NHS-C080",1
4417,4417,"War",".",".","Travel and transportation","Communication",".","Peacemaking (maintaining peace)",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)","Adult",".",".","Head/face & shoulders",".","Unspecified location",".",".","Both sexes",".",".",".","Multiple singers (number unknown)","All ages",".","Both sexes","Both married & unmarried","Community (mixed-gender groups, includes ""village"")",".",".",".",".",0,"NHS-C080",1
4419,4419,"War",".",".","Dance",".",".","Peacemaking (maintaining peace)",".",".",".",".",".",".",".",".",".",".","2-5 singers","Adult",".",".",".",".",".",".",".","Both sexes",".",".",".","Multiple singers (number unknown)","All ages",".","Male",".","Other group (incl. proper names)",".",".",".",".",0,"NHS-C080",1
4420,4420,"War",".",".","Travel and transportation","Weapons",".","Peacemaking (maintaining peace)",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)",".",".",".",".",".",".",".",".","Both sexes",".",".",".","2-5 listeners","All ages",".","Male",".","Other group (incl. proper names)",".",".",".",".",0,"NHS-C080",1
4421,4421,"War",".",".","Dance","Drives and emotions",".","Peacemaking (maintaining peace)",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)","Adult",".",".",".",".",".",".",".","Both sexes",".",".",".","Multiple singers (number unknown)","All ages",".","Male",".","Other group (incl. proper names)",".",".",".",".",0,"NHS-C080",1
4422,4422,"War","Death (burials, funerals, mourning)",".","Death (burials, funerals, mourning)",".",".","Travel and transportation",".",".","Weapons","Dwellings",".",".",".",".",".",".","Multiple singers (number unknown)",".",".",".",".",".",".",".",".","Both sexes",".",".",".",".",".",".",".",".",".",".",".",".",".",0,"NHS-C080",1
4423,4423,"Hunting and trapping",".",".","Infancy and childhood",".",".",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)","Child",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0,"NHS-C080",1
4424,4424,"War",".",".",".",".",".","War",".",".",".","War",".",".",".",".",".",".","Solo singer",".",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)","All ages",".","Male",".","Warriors",".",".",".",".",0,"NHS-C080",0
4425,4425,"War",".",".",".",".",".","Death (burials, funerals, mourning)",".",".",".",".",".",".",".",".",".",".","2-5 singers","Child","Adult",".",".",".",".",".",".","Both sexes",".",".",".",".",".",".","Male",".","Warriors",".",".",".",".",0,"NHS-C080",1
4426,4426,"War",".",".",".",".",".","Inter-community relations",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)","Adult",".",".",".",".",".",".",".","Both sexes",".",".",".","Multiple singers (number unknown)",".",".",".",".",".",".",".",".",".",0,"NHS-C080",1
4427,4427,".",".",".",".",".",".","Food consumption","Gift giving",".","Food consumption",".",".",".",".",".",".",".","Solo singer","Adult",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0,"NHS-C080",0
4428,4428,"War","Death (burials, funerals, mourning)",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","Solo singer","Adult",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)","Adult",".","Male",".","Warriors",".",".",".",".",0,"NHS-C080",0
4429,4429,"Status, role, and prestige",".",".","Dance","Spectacles",".","Communication","Spectacles",".","Status, role, and prestige",".",".",".",".",".",".",".","Multiple singers (number unknown)",".",".",".",".",".","Unspecified location",".",".",".",".",".",".","Multiple singers (number unknown)","All ages",".","Both sexes","Both married & unmarried","Community (mixed-gender groups, includes ""village"")",".","Membranophone",".",".",0,"NHS-C080",1
4430,4430,"Kin groups (clans, tribes, nation)",".",".","Dance",".",".",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)",".",".",".",".","Head/face & shoulders","Unspecified location",".",".",".",".",".",".","Multiple singers (number unknown)","Adult",".",".",".",".",".",".",".",".",0,"NHS-C080",1
4431,4431,".",".",".",".",".",".","Travel and transportation",".",".",".",".",".",".","Morning (0700 to 1000)","Morning (0700 to 1000)",".",".","Multiple singers (number unknown)",".",".",".",".",".",".",".",".","Both sexes",".",".",".",".",".",".",".",".",".",".",".",".",".",0,"NHS-C080",1
4432,4432,"Puberty and initiation",".",".",".",".",".","Sickness, medical care, and shamans",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)",".",".",".",".",".",".",".",".","Male",".","Religious people and healers (e.g., shamans, priests, doctors)",".",".",".",".",".",".",".",".",".",".",".",0,"NHS-C080",1
4433,4433,"Death (burials, funerals, mourning)","Religious beliefs (cosmology, spirits, gods, sacred objects and places, mythology)",".","Dance",".",".","Sickness, medical care, and shamans",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)",".",".",".",".","Head/face & shoulders",".",".",".","Male",".","Religious people and healers (e.g., shamans, priests, doctors)",".","Solo listener","All ages",".","Male",".","Special: Priests/religious figures",".",".",".",".",0,"NHS-C080",1
4434,4434,"Religious beliefs (cosmology, spirits, gods, sacred objects and places, mythology)",".",".","Religious beliefs (cosmology, spirits, gods, sacred objects and places, mythology)",".",".","Sickness, medical care, and shamans","Religious beliefs (cosmology, spirits, gods, sacred objects and places, mythology)",".",".",".",".",".",".",".",".",".","Solo singer",".",".",".",".",".","Torso",".",".","Male",".","Religious people and healers (e.g., shamans, priests, doctors)",".","Multiple singers (number unknown)","All ages",".","Male",".","Special: Priests/religious figures",".",".",".",".",0,"NHS-C080",0
4435,4435,".",".",".",".",".",".","Sorcery (creating sickness or bad luck)",".",".","Sorcery (creating sickness or bad luck)","Infancy and childhood",".",".","Morning (0700 to 1000)","Morning (0700 to 1000)",".",".","Multiple singers (number unknown)",".",".","Line (or row)",".","Head/face & shoulders",".",".",".","Both sexes",".",".",".","Multiple singers (number unknown)","All ages",".","Both sexes","Both married & unmarried","Community (mixed-gender groups, includes ""village"")",".",".",".",".",0,"NHS-C080",1
4436,4436,"Religious beliefs (cosmology, spirits, gods, sacred objects and places, mythology)","Sorcery (creating sickness or bad luck)",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","Solo singer",".",".",".",".",".",".",".",".","Female",".","Religious people and healers (e.g., shamans, priests, doctors)",".",".",".",".",".",".",".",".",".",".",".",0,"NHS-C080",0
4437,4437,"Religious practices (religious experiences, prayers, sacrifices, purification, divination)",".",".",".",".",".",".",".",".","Travel and transportation",".","Religious beliefs (cosmology, spirits, gods, sacred objects and places, mythology)",".","Night (2200 to 0400)","Night (2200 to 0400)",".",".","Multiple singers (number unknown)",".",".",".",".","Torso",".",".","1","Both sexes",".",".",".",".",".",".",".",".",".",".",".",".",".",0,"NHS-C080",1
4438,4438,"Religious practices (religious experiences, prayers, sacrifices, purification, divination)",".",".","Religious practices (religious experiences, prayers, sacrifices, purification, divination)",".",".","Gift giving",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)",".",".",".",".",".",".",".",".","Both sexes",".",".",".",".",".",".",".",".",".",".",".",".",".",0,"NHS-C080",1
4439,4439,"Puberty and initiation",".",".","Puberty and initiation",".",".","Sorcery (creating sickness or bad luck)",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0,"NHS-C080",1
4441,4441,".",".",".","Dance","Cultural identity and pride",".","Buying and selling","Political behavior",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)",".",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)","All ages",".","Both sexes","Both married & unmarried","Community (mixed-gender groups, includes ""village"")",".",".",".",".",0,"NHS-C080",1
4442,4442,".",".",".","Dance",".",".","Political behavior",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)",".",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)","All ages",".",".",".","Other group (incl. proper names)",".",".",".",".",0,"NHS-C080",1
4443,4443,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)","Child","Elder",".",".",".",".",".",".","Both sexes",".","Elders","Children (includes boys and girls)","Multiple singers (number unknown)","Elder",".",".",".",".",".",".",".",".",0,"NHS-C080",1
4444,4444,".",".",".",".",".",".","Religious practices (religious experiences, prayers, sacrifices, purification, divination)",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)","Child","Elder",".",".",".",".",".",".","Both sexes",".","Elders","Children (includes boys and girls)","Multiple singers (number unknown)","Elder",".",".",".",".",".",".",".",".",0,"NHS-C080",1
4445,4445,".",".",".",".",".",".","Death (burials, funerals, mourning)",".",".","Religious beliefs (cosmology, spirits, gods, sacred objects and places, mythology)","Sickness, medical care, and shamans",".",".",".",".",".",".","Multiple singers (number unknown)","Child",".",".",".",".",".",".",".","Both sexes",".",".",".","Multiple singers (number unknown)",".",".",".",".",".",".",".",".",".",0,"NHS-C080",1
4446,4446,"Food consumption",".",".","Dance",".",".","Interpersonal relations (includes love)",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)",".",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)","Elder",".","Both sexes",".","Elders",".",".",".",".",0,"NHS-C080",1
4448,4448,"Food consumption",".",".",".",".",".","Status, role, and prestige","Socialization and education",".","Family (includes nuclear family, polygamy, adoption)","Cultural identity and pride","Status, role, and prestige",".",".",".",".",".","Multiple singers (number unknown)","Child",".",".",".",".",".",".",".","Both sexes",".","Children (includes boys and girls)","Adolescents","Multiple singers (number unknown)","Elder","Child",".",".",".",".",".",".",".",0,"NHS-C080",1
4449,4449,"Death (burials, funerals, mourning)",".",".","Dance","Gift giving",".","Religious beliefs (cosmology, spirits, gods, sacred objects and places, mythology)",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)",".",".",".",".",".",".",".",".","Both sexes",".",".",".","Multiple singers (number unknown)","All ages",".",".",".",".",".",".",".",".",0,"NHS-C080",1
4450,4450,"Disasters","Death (burials, funerals, mourning)",".","Gift giving",".",".","Religious beliefs (cosmology, spirits, gods, sacred objects and places, mythology)",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)",".",".",".",".",".",".",".",".","Both sexes",".",".",".",".",".",".",".",".",".",".",".",".",".",0,"NHS-C080",1
4451,4451,"Death (burials, funerals, mourning)",".",".",".",".",".","Crimes (violations of laws and rules)",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)",".",".",".",".",".",".",".",".","Both sexes",".",".",".","Multiple singers (number unknown)","Adult",".","Male",".","Warriors",".",".",".",".",0,"NHS-C080",1
4452,4452,".",".",".","Dance","Cultural identity and pride",".","Spectacles",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","Both sexes","Both married & unmarried","Community (mixed-gender groups, includes ""village"")",".",".",".",".",0,"NHS-C080",1
4453,4453,".",".",".","Cultural identity and pride",".",".","Spectacles",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","Both sexes","Both married & unmarried","Community (mixed-gender groups, includes ""village"")",".",".",".",".",0,"NHS-C080",1
4457,4457,"Death (burials, funerals, mourning)",".",".","Death (burials, funerals, mourning)",".",".","Death (burials, funerals, mourning)",".",".","Death (burials, funerals, mourning)","Religious beliefs (cosmology, spirits, gods, sacred objects and places, mythology)","Religious beliefs (cosmology, spirits, gods, sacred objects and places, mythology)",".",".",".",">10 hours","No recurrence","Multiple singers (number unknown)","Elder",".",".",".","Torso","Torso",".",".",".",".",".",".",".",".",".",".",".",".",".","Idiophone",".",".",0,"NHS-C080",1
4460,4460,"Death (burials, funerals, mourning)",".",".","Death (burials, funerals, mourning)",".",".",".",".",".","Kin groups (clans, tribes, nation)","Death (burials, funerals, mourning)","Religious beliefs (cosmology, spirits, gods, sacred objects and places, mythology)","Interpersonal relations (includes love)",".",".",".",".","Multiple singers (number unknown)",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","Both sexes","Both married & unmarried","Community (mixed-gender groups, includes ""village"")",".","Membranophone","Idiophone",".",0,"NHS-C080",1
4461,4461,"Death (burials, funerals, mourning)",".",".","Death (burials, funerals, mourning)",".",".","Death (burials, funerals, mourning)",".",".","Death (burials, funerals, mourning)",".",".",".","Early morning (0400 to 0700) (includes daybreak, dawn)","Night (2200 to 0400)",".",".","Multiple singers (number unknown)",".",".",".",".","Torso",".",".",".","Male",".","Mourners",".",".",".",".",".",".",".",".","Idiophone",".",".",0,"NHS-C080",1
4462,4462,"Games","Spectacles",".","Cultural identity and pride","Games",".","Socialization and education","Kin groups (clans, tribes, nation)",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0,"NHS-C080",1
4464,4464,"Death (burials, funerals, mourning)",".",".","Death (burials, funerals, mourning)",".",".","Death (burials, funerals, mourning)",".",".","Death (burials, funerals, mourning)",".",".",".",".",".",".",".","Multiple singers (number unknown)",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","Membranophone","Idiophone",".",0,"NHS-C080",1
4465,4465,"Buying and selling",".",".",".",".",".",".",".",".",".",".",".",".",".",".","10 min - 1 hour","No recurrence","Multiple singers (number unknown)",".",".",".",".",".","Torso",".",".","Male",".","Leaders",".","Multiple singers (number unknown)","All ages",".",".",".",".",".","Idiophone",".",".",0,"NHS-C080",1
4466,4466,"Buying and selling",".",".","Spectacles","Dance",".",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)",".",".",".",".",".",".","1",".",".",".",".",".","Multiple singers (number unknown)","All ages",".",".",".",".",".",".",".",".",0,"NHS-C080",1
4467,4467,"Buying and selling",".",".",".",".",".",".",".",".",".",".",".",".","Early morning (0400 to 0700) (includes daybreak, dawn)","Night (2200 to 0400)",".",".","Multiple singers (number unknown)",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0,"NHS-C080",1
4468,4468,"Socialization and education",".",".","Dance","Drama",".",".",".",".",".",".",".",".","Morning (0700 to 1000)","Night (2200 to 0400)",".","1-2 days","Multiple singers (number unknown)",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0,"NHS-C080",1
4469,4469,"Buying and selling","Fauna",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)",".",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)","All ages",".",".",".",".",".","Idiophone",".",".",0,"NHS-C080",1
4470,4470,"Travel and transportation",".",".","Inter-community relations",".",".","Inter-community relations","Peacemaking (maintaining peace)",".","Peacemaking (maintaining peace)",".",".",".",".",".",".",".","Multiple singers (number unknown)",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","Male",".","Adults","Other group (incl. proper names)",".",".",".",0,"NHS-C080",1
4471,4471,"Buying and selling","Peacemaking (maintaining peace)",".",".",".",".","Peacemaking (maintaining peace)",".",".","Peacemaking (maintaining peace)","Friendships","Buying and selling","Drives and emotions",".",".",".",".","Multiple singers (number unknown)",".",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)","Adult",".","Male",".","Adults","Other group (incl. proper names)",".",".",".",0,"NHS-C080",1
4472,4472,"Inter-community relations","Friendships",".","Inter-community relations","Peacemaking (maintaining peace)",".","Peacemaking (maintaining peace)",".",".","Peacemaking (maintaining peace)","Interpersonal relations (includes love)","Travel and transportation",".",".",".",".",".","Multiple singers (number unknown)",".",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)","All ages",".","Both sexes","Both married & unmarried","Community (mixed-gender groups, includes ""village"")","Other group (incl. proper names)",".",".",".",0,"NHS-C080",1
4473,4473,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","1-10 hours","No recurrence","Multiple singers (number unknown)",".",".",".","Head/face & shoulders","Head/face & shoulders",".",".",".",".",".",".",".","Multiple singers (number unknown)","All ages",".",".",".",".",".",".",".",".",0,"NHS-C080",1
4474,4474,"Buying and selling","Friendships",".","Buying and selling",".",".","Inter-community relations",".",".","Interpersonal relations (includes love)","Peacemaking (maintaining peace)","Buying and selling",".",".",".",".",".","Multiple singers (number unknown)",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0,"NHS-C080",1
4475,4475,"Travel and transportation",".",".","Spectacles",".",".","Spectacles",".",".",".",".",".",".","Early morning (0400 to 0700) (includes daybreak, dawn)","Early morning (0400 to 0700) (includes daybreak, dawn)",".",".","Multiple singers (number unknown)",".",".",".",".",".",".",".",".","Male",".","Leaders",".","Multiple singers (number unknown)","All ages",".","Both sexes","Both married & unmarried","Community (mixed-gender groups, includes ""village"")",".",".",".",".",0,"NHS-C080",1
4477,4477,"Buying and selling","Inter-community relations",".","Inter-community relations",".",".","Inter-community relations",".",".","Friendships","Peacemaking (maintaining peace)","Interpersonal relations (includes love)",".",".",".",".",".","Multiple singers (number unknown)",".",".",".","Entire body","Head/face & shoulders","Head/face & shoulders",".",".",".",".",".",".","Multiple singers (number unknown)","Adult",".","Male",".","Adults","Other group (incl. proper names)","Membranophone","Idiophone",".",0,"NHS-C080",1
4478,4478,"Building and construction","Food consumption",".","Food consumption","Building and construction",".",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0,"NHS-C080",1
4479,4479,"Kin groups (clans, tribes, nation)",".",".",".",".",".","Naming",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)",".",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)","All ages",".",".",".",".",".",".",".",".",0,"NHS-C080",1
4480,4480,"Building and construction","Dwellings",".","Building and construction",".",".","Dwellings","Building and construction",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)",".",".","Line (or row)",".","Head/face & shoulders","Unspecified location",".",".","Male",".","Leaders",".","Multiple singers (number unknown)","All ages",".",".",".",".",".","Membranophone",".",".",0,"NHS-C080",1
4481,4481,".",".",".","Cultural identity and pride",".",".","Drives and emotions",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0,"NHS-C080",1
4482,4482,"Inter-community relations","Spectacles",".","Inter-community relations",".",".","Games",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)",".",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)","All ages",".",".",".",".",".",".",".",".",0,"NHS-C080",1
4484,4484,"Dwellings",".",".","Building and construction",".",".",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)",".",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)","Adolescent/young adult",".",".",".",".",".","Membranophone",".",".",0,"NHS-C080",1
4485,4485,"Kin groups (clans, tribes, nation)",".",".","Cultural identity and pride",".",".",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)",".",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)","All ages",".",".",".",".",".",".",".",".",0,"NHS-C080",1
4487,4487,"Kin groups (clans, tribes, nation)",".",".","Cultural identity and pride",".",".",".",".",".","Kin groups (clans, tribes, nation)",".",".",".",".",".",".",".","Multiple singers (number unknown)",".",".","Circle",".",".","Torso",".",".",".",".",".",".","Multiple singers (number unknown)","All ages",".",".",".",".",".","Membranophone","Idiophone",".",0,"NHS-C080",1
4488,4488,"Kin groups (clans, tribes, nation)",".",".","Cultural identity and pride",".",".",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)",".",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)","Adult",".",".",".",".",".",".",".",".",0,"NHS-C080",1
4489,4489,"Interpersonal relations (includes love)","Travel and transportation",".","Dance",".",".","Peacemaking (maintaining peace)","Interpersonal relations (includes love)","Cultural identity and pride","Peacemaking (maintaining peace)","Status, role, and prestige","Interpersonal relations (includes love)",".",".",".",".",".","Multiple singers (number unknown)",".",".","Other shape",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)","All ages",".",".",".",".",".",".",".",".",0,"NHS-C080",1
4490,4490,"Travel and transportation","Inter-community relations",".","Cultural identity and pride",".",".","Travel and transportation","Inter-community relations","Peacemaking (maintaining peace)","Interpersonal relations (includes love)","Inter-community relations","Peacemaking (maintaining peace)","Travel and transportation","Morning (0700 to 1000)","Morning (0700 to 1000)",".",".","Multiple singers (number unknown)",".",".","Line (or row)","Head/face & shoulders","Head/face & shoulders","Unspecified location",".",".",".",".",".",".",".",".",".","Both sexes","Both married & unmarried","Community (mixed-gender groups, includes ""village"")",".","Membranophone","Idiophone",".",0,"NHS-C080",1
4491,4491,"Travel and transportation","Inter-community relations",".","Cultural identity and pride",".",".",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)",".",".",".",".",".","Unspecified location",".",".",".",".",".",".","Multiple singers (number unknown)","All ages",".",".",".",".",".",".",".",".",0,"NHS-C080",1
4492,4492,"Travel and transportation","Climate",".","Cultural identity and pride",".",".",".",".",".",".",".",".",".","Morning (0700 to 1000)","Morning (0700 to 1000)",".",".",">100 singers",".",".",".",".",".","Unspecified location",".",".",".",".",".",".","Multiple singers (number unknown)","All ages",".","Both sexes","Both married & unmarried","Community (mixed-gender groups, includes ""village"")",".",".",".",".",0,"NHS-C080",1
4493,4493,"Infancy and childhood","Dance",".","Cultural identity and pride",".",".",".",".",".",".",".",".",".","Night (2200 to 0400)","Night (2200 to 0400)",".",".","Multiple singers (number unknown)",".",".","Other shape",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0,"NHS-C080",1
4494,4494,"Flora",".",".","Cultural identity and pride",".",".",".",".",".","Agriculture","Food processing (includes food preparation, storage, and preservation)",".",".",".",".",".",".","Multiple singers (number unknown)",".",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)","All ages",".",".",".",".",".",".",".",".",0,"NHS-C080",1
4495,4495,"Travel and transportation","Inter-community relations",".","Cultural identity and pride",".",".",".",".",".",".",".",".",".","Afternoon (1400 to 1700)","Afternoon (1400 to 1700)",".",".","Multiple singers (number unknown)",".",".","Line (or row)","Head/face & shoulders","Head/face & shoulders","Unspecified location",".","1",".",".",".",".","Multiple singers (number unknown)","All ages",".",".",".",".",".",".",".",".",0,"NHS-C080",1
4496,4496,"Interpersonal relations (includes love)","Peacemaking (maintaining peace)",".","Peacemaking (maintaining peace)",".",".",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)",".",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)","All ages",".",".",".",".",".",".",".",".",0,"NHS-C080",1
4497,4497,"Spectacles",".",".","Spectacles",".",".","Spectacles",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)",".",".","Line (or row)",".",".","Unspecified location",".",".",".",".",".",".","Multiple singers (number unknown)","Adult",".",".",".",".",".","Membranophone",".",".",0,"NHS-C080",1
4499,4499,"Cultural identity and pride",".",".","Peacemaking (maintaining peace)","Cultural identity and pride",".","Peacemaking (maintaining peace)",".",".","Traditional history","Kin groups (clans, tribes, nation)",".",".",".",".",".",".","Multiple singers (number unknown)",".",".",".",".","Head/face & shoulders","Unspecified location",".",".",".",".",".",".",".",".",".",".",".",".",".","Membranophone","Idiophone",".",0,"NHS-C080",1
4500,4500,"Cultural identity and pride",".",".","Cultural identity and pride","Peacemaking (maintaining peace)",".","Peacemaking (maintaining peace)",".",".","Status, role, and prestige","Kin groups (clans, tribes, nation)","Traditional history",".",".",".","1-10 hours","No recurrence","Multiple singers (number unknown)",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0,"NHS-C080",1
4501,4501,"Sickness, medical care, and shamans",".",".","Religious practices (religious experiences, prayers, sacrifices, purification, divination)",".",".","Sickness, medical care, and shamans","Religious practices (religious experiences, prayers, sacrifices, purification, divination)","Religious beliefs (cosmology, spirits, gods, sacred objects and places, mythology)","Sickness, medical care, and shamans","Religious practices (religious experiences, prayers, sacrifices, purification, divination)","Religious beliefs (cosmology, spirits, gods, sacred objects and places, mythology)",".",".",".",".",".","Solo singer",".",".",".",".",".",".","1",".","Male",".","Religious people and healers (e.g., shamans, priests, doctors)",".","Multiple singers (number unknown)","Adult",".",".",".","Patients/Sick People","Adults","Membranophone",".",".",0,"NHS-C080",0
4502,4502,"Sickness, medical care, and shamans","Religious practices (religious experiences, prayers, sacrifices, purification, divination)",".","Religious practices (religious experiences, prayers, sacrifices, purification, divination)","Sickness, medical care, and shamans",".","Sickness, medical care, and shamans",".",".","Religious beliefs (cosmology, spirits, gods, sacred objects and places, mythology)","Religious practices (religious experiences, prayers, sacrifices, purification, divination)","Sickness, medical care, and shamans",".","Evening (1900 to 2200)","Evening (1900 to 2200)",".",".","Multiple singers (number unknown)",".",".",".",".","Head/face & shoulders","Butt & groin",".","1",".",".","Religious people and healers (e.g., shamans, priests, doctors)",".",".",".",".",".",".","Patients/Sick People",".","Idiophone",".",".",0,"NHS-C080",1
4504,4504,"Games",".",".","Games",".",".",".",".",".","Personality traits","Interpersonal relations (includes love)","Interpersonal relations (includes love)","Games",".",".",".",".","Multiple singers (number unknown)",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0,"NHS-C080",1
4505,4505,"Games",".",".","Games",".",".",".",".",".","Games",".",".",".","Morning (0700 to 1000)","Evening (1900 to 2200)",">10 hours","No recurrence","Multiple singers (number unknown)",".",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)",".",".",".",".",".",".",".",".",".",0,"NHS-C080",1
4506,4506,"Interpersonal relations (includes love)",".",".","Infancy and childhood","Interpersonal relations (includes love)",".","Socialization and education","Accumulation of wealth","Religious beliefs (cosmology, spirits, gods, sacred objects and places, mythology)",".","Status, role, and prestige","Accumulation of wealth",".","Night (2200 to 0400)","Night (2200 to 0400)",".",".","Solo singer",".",".",".",".",".",".",".",".",".",".",".",".","Multiple singers (number unknown)","Adult","Child","Both sexes","Both married & unmarried","Adults","Children (general, includes ""boys"" or ""girls"")","Membranophone",".",".",0,"NHS-C006",0
4508,4508,".",".",".",".",".",".",".",".",".","Water and thirst",".","Dance",".","Night (2200 to 0400)","Night (2200 to 0400)",".",".","Solo singer",".",".",".",".",".",".",".",".",".",".",".",".","Solo listener","Adult","Child","Both sexes","Both married & unmarried","Adults","Children (general, includes ""boys"" or ""girls"")",".",".",".",0,"NHS-C006",0
